classification_id,user_id,subject_id,subject_data,annotations
6170,187,93,"{""93"": {""num_classifications"": 33, ""sdss_specobjid"": 1388254971971004416}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6171,44,178,"{""178"": {""num_classifications"": 33, ""sdss_specobjid"": 957092200733239296}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6172,88,47,"{""47"": {""num_classifications"": 33, ""sdss_specobjid"": 3319224470014552064}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6173,5,145,"{""145"": {""num_classifications"": 33, ""sdss_specobjid"": 2374685139679602688}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6174,54,11,"{""11"": {""num_classifications"": 33, ""sdss_specobjid"": 1382626022091941888}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6175,134,170,"{""170"": {""num_classifications"": 33, ""sdss_specobjid"": 2258704805025310720}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6176,182,52,"{""52"": {""num_classifications"": 33, ""sdss_specobjid"": 2106621179761551360}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6177,136,19,"{""19"": {""num_classifications"": 33, ""sdss_specobjid"": 2240580180408035328}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6178,150,20,"{""20"": {""num_classifications"": 33, ""sdss_specobjid"": 2942046075868964864}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6179,164,108,"{""108"": {""num_classifications"": 33, ""sdss_specobjid"": 2394954093341730816}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6180,138,4,"{""4"": {""num_classifications"": 33, ""sdss_specobjid"": 1371485495082641408}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6181,138,101,"{""101"": {""num_classifications"": 33, ""sdss_specobjid"": 1490706371874678784}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6182,171,73,"{""73"": {""num_classifications"": 33, ""sdss_specobjid"": 2428651382379669504}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6183,80,168,"{""168"": {""num_classifications"": 33, ""sdss_specobjid"": 2660554869315758080}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6184,31,105,"{""105"": {""num_classifications"": 33, ""sdss_specobjid"": 555119264441329664}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6185,182,54,"{""54"": {""num_classifications"": 33, ""sdss_specobjid"": 2269901961983715328}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6186,52,82,"{""82"": {""num_classifications"": 33, ""sdss_specobjid"": 914298108903450624}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6187,173,21,"{""21"": {""num_classifications"": 33, ""sdss_specobjid"": 493295923410003968}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6188,85,68,"{""68"": {""num_classifications"": 33, ""sdss_specobjid"": 572017115754686464}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6189,176,83,"{""83"": {""num_classifications"": 33, ""sdss_specobjid"": 2559253838485809152}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6190,138,164,"{""164"": {""num_classifications"": 33, ""sdss_specobjid"": 3142501615399888896}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6191,163,92,"{""92"": {""num_classifications"": 33, ""sdss_specobjid"": 1190160631362250752}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6192,177,40,"{""40"": {""num_classifications"": 33, ""sdss_specobjid"": 1390524363970734080}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6193,107,22,"{""22"": {""num_classifications"": 33, ""sdss_specobjid"": 2043538632651859968}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6194,169,24,"{""24"": {""num_classifications"": 33, ""sdss_specobjid"": 881585438500874240}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6195,16,149,"{""149"": {""num_classifications"": 33, ""sdss_specobjid"": 1121436208820414464}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6196,173,9,"{""9"": {""num_classifications"": 33, ""sdss_specobjid"": 2671916123049453568}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6197,109,104,"{""104"": {""num_classifications"": 33, ""sdss_specobjid"": 1038226264734853120}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6198,126,107,"{""107"": {""num_classifications"": 33, ""sdss_specobjid"": 2985895424671377408}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6199,98,116,"{""116"": {""num_classifications"": 33, ""sdss_specobjid"": 1071917774625859584}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6200,57,87,"{""87"": {""num_classifications"": 33, ""sdss_specobjid"": 575467937528309760}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6201,180,33,"{""33"": {""num_classifications"": 33, ""sdss_specobjid"": 1613442105215051776}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6202,12,124,"{""124"": {""num_classifications"": 33, ""sdss_specobjid"": 2998341067067123712}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6203,58,30,"{""30"": {""num_classifications"": 33, ""sdss_specobjid"": 1486193146000861184}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6204,168,18,"{""18"": {""num_classifications"": 33, ""sdss_specobjid"": 1923087127436879872}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6205,193,75,"{""75"": {""num_classifications"": 33, ""sdss_specobjid"": 1183493741701261312}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6206,116,146,"{""146"": {""num_classifications"": 33, ""sdss_specobjid"": 1178838139037313024}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6207,36,135,"{""135"": {""num_classifications"": 33, ""sdss_specobjid"": 1789071494509258752}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6208,109,64,"{""64"": {""num_classifications"": 33, ""sdss_specobjid"": 1906262124674443264}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6209,113,78,"{""78"": {""num_classifications"": 33, ""sdss_specobjid"": 2815888105037391872}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6210,70,136,"{""136"": {""num_classifications"": 33, ""sdss_specobjid"": 950337901474899968}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6211,190,84,"{""84"": {""num_classifications"": 33, ""sdss_specobjid"": 2066133882872293376}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6212,85,172,"{""172"": {""num_classifications"": 33, ""sdss_specobjid"": 2569370719414675456}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6213,117,39,"{""39"": {""num_classifications"": 33, ""sdss_specobjid"": 2398288087844153344}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6214,31,120,"{""120"": {""num_classifications"": 33, ""sdss_specobjid"": 664433261908355072}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6215,29,95,"{""95"": {""num_classifications"": 33, ""sdss_specobjid"": 2382463366288402432}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6216,45,48,"{""48"": {""num_classifications"": 33, ""sdss_specobjid"": 300637017459419136}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6217,73,147,"{""147"": {""num_classifications"": 33, ""sdss_specobjid"": 3090637921343006720}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6218,45,189,"{""189"": {""num_classifications"": 33, ""sdss_specobjid"": 2001942458488875008}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6219,119,100,"{""100"": {""num_classifications"": 33, ""sdss_specobjid"": 2410607563914635264}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6220,80,74,"{""74"": {""num_classifications"": 33, ""sdss_specobjid"": 1383836034554423296}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6221,159,103,"{""103"": {""num_classifications"": 33, ""sdss_specobjid"": 1781253691404216320}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6222,25,67,"{""67"": {""num_classifications"": 33, ""sdss_specobjid"": 1623632928988751872}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6223,34,144,"{""144"": {""num_classifications"": 33, ""sdss_specobjid"": 1971587407857870848}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6224,17,72,"{""72"": {""num_classifications"": 33, ""sdss_specobjid"": 3127903948988508160}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6225,39,137,"{""137"": {""num_classifications"": 33, ""sdss_specobjid"": 1997446828240431104}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6226,83,49,"{""49"": {""num_classifications"": 33, ""sdss_specobjid"": 1516602065286096896}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6227,193,114,"{""114"": {""num_classifications"": 33, ""sdss_specobjid"": 587828362102204416}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6228,84,91,"{""91"": {""num_classifications"": 33, ""sdss_specobjid"": 1603376898832885760}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6229,132,156,"{""156"": {""num_classifications"": 33, ""sdss_specobjid"": 1537008730229467136}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6230,141,167,"{""167"": {""num_classifications"": 33, ""sdss_specobjid"": 1146213703872440320}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6231,108,89,"{""89"": {""num_classifications"": 33, ""sdss_specobjid"": 1916397967548377088}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6232,115,118,"{""118"": {""num_classifications"": 33, ""sdss_specobjid"": 1366942038527862784}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6233,35,139,"{""139"": {""num_classifications"": 33, ""sdss_specobjid"": 1382751366417508352}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6234,30,153,"{""153"": {""num_classifications"": 33, ""sdss_specobjid"": 1446867737639938048}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6235,13,5,"{""5"": {""num_classifications"": 33, ""sdss_specobjid"": 1797108375188695040}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6236,174,56,"{""56"": {""num_classifications"": 33, ""sdss_specobjid"": 1020227258415081472}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6237,156,6,"{""6"": {""num_classifications"": 33, ""sdss_specobjid"": 1321933530900490240}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6238,62,154,"{""154"": {""num_classifications"": 33, ""sdss_specobjid"": 2271021809124009984}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6239,138,132,"{""132"": {""num_classifications"": 33, ""sdss_specobjid"": 2836143866153822208}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6240,37,25,"{""25"": {""num_classifications"": 33, ""sdss_specobjid"": 485291203764447232}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6241,44,99,"{""99"": {""num_classifications"": 33, ""sdss_specobjid"": 2401694375470983168}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
